 0.000, 0.000,-0.093
 0.000, 0.000,-0.082
 0.000, 0.000,-0.070
 0.000, 0.000,-0.058
 0.000, 0.000,-0.046
 0.000, 0.000,-0.034
 0.000, 0.000,-0.021
 0.000, 0.000,-0.009
 0.000, 0.000, 0.003
 0.000, 0.000, 0.015
 0.000, 0.000, 0.027
 0.000, 0.000, 0.039
 0.000, 0.000, 0.051
 0.000, 0.000, 0.062
 0.000, 0.000, 0.074
 0.000, 0.000, 0.086
 0.000, 0.000, 0.097
 0.000, 0.000, 0.109
 0.000, 0.000, 0.121
 0.000, 0.000, 0.133
 0.000, 0.000, 0.145
 0.000, 0.000, 0.158
 0.000, 0.000, 0.170
 0.000, 0.000, 0.182
 0.000, 0.000, 0.194
 0.000, 0.000, 0.206
 0.000, 0.000, 0.218
 0.000, 0.000, 0.230
 0.000, 0.000, 0.242
 0.000, 0.000, 0.254
 0.000, 0.000, 0.266
 0.000, 0.000, 0.278
 0.000, 0.000, 0.290
 0.000, 0.000, 0.302
 0.000, 0.000, 0.314
 0.000, 0.000, 0.326
 0.000, 0.000, 0.338
 0.000, 0.000, 0.350
 0.000, 0.000, 0.362
 0.000, 0.000, 0.374
 0.000, 0.000, 0.386
 0.000, 0.000, 0.399
 0.000, 0.000, 0.410
 0.000, 0.000, 0.422
 0.000, 0.000, 0.434
 0.000, 0.000, 0.446
 0.000, 0.000, 0.458
 0.000, 0.000, 0.471
 0.000, 0.000, 0.483
 0.000, 0.000, 0.495
 0.000, 0.000, 0.507
 0.000, 0.000, 0.519
 0.000, 0.000, 0.530
 0.000, 0.000, 0.542
 0.000, 0.000, 0.554
 0.000, 0.000, 0.565
 0.000, 0.000, 0.577
 0.000, 0.000, 0.589
 0.000, 0.000, 0.601
 0.000, 0.000, 0.613
 0.000, 0.000, 0.625
 0.000, 0.000, 0.637
 0.000, 0.000, 0.648
 0.000, 0.000, 0.660
 0.000, 0.000, 0.671
 0.000, 0.000, 0.683
 0.000, 0.000, 0.696
 0.000, 0.000, 0.708
 0.000, 0.000, 0.721
 0.000, 0.000, 0.733
 0.000, 0.000, 0.744
 0.000, 0.000, 0.756
 0.000, 0.000, 0.781
 0.000, 0.000, 0.793
 0.000, 0.000, 0.805
 0.000, 0.000, 0.817
 0.000, 0.000, 0.829
 0.000, 0.000, 0.841
 0.000, 0.000, 0.853
 0.000, 0.000, 0.865
 0.000, 0.000, 0.877
 0.000, 0.000, 0.889
 0.000, 0.000, 0.901
 0.000, 0.000, 0.913
 0.000, 0.000, 0.924
 0.000, 0.000, 0.936
 0.000, 0.000, 0.948
 0.000, 0.000, 0.960
 0.000, 0.000, 0.972
 0.000, 0.000, 0.984
 0.000, 0.000, 0.996
 0.000, 0.000, 1.008
 0.000, 0.000, 1.020
 0.000, 0.000, 1.032
 0.000, 0.000, 1.044
 0.000, 0.000, 1.056
 0.000, 0.000, 1.067
 0.000, 0.000, 1.079
 0.000, 0.000, 1.091
 0.000, 0.000, 1.103
 0.000, 0.000, 1.115
 0.000, 0.000, 1.127
 0.000, 0.000, 1.139
 0.000, 0.000, 1.150
 0.000, 0.000, 1.162
 0.000, 0.000, 1.175
 0.000, 0.000, 1.187
 0.000, 0.000, 1.199
 0.000, 0.000, 1.211
 0.000, 0.000, 1.223
 0.000, 0.000, 1.234
 0.000, 0.000, 1.246
 0.000, 0.000, 1.257
 0.000, 0.000, 1.270
 0.000, 0.000, 1.282
 0.000, 0.000, 1.295
 0.000, 0.000, 1.307
 0.000, 0.000, 1.319
 0.000, 0.000, 1.331
 0.000, 0.000, 1.343
 0.000, 0.000, 1.355
 0.000, 0.000, 1.367
 0.000, 0.000, 1.379
 0.000, 0.000, 1.391
 0.000, 0.000, 1.402
 0.000, 0.000, 1.414
 0.000, 0.000, 1.426
 0.000, 0.000, 1.438
 0.000, 0.000, 1.450
 0.000, 0.000, 1.462
 0.000, 0.000, 1.474
